"VMail Message","Day Mins","Eve Mins","Night Mins","Intl Mins","CustServ Calls","Day Calls","Day Charge","Eve Calls","Eve Charge","Night Calls","Night Charge","Intl Calls","Intl Charge","Area Code","Phone","Account Length","Churn","Int'l Plan","VMail Plan","State"
0,147.9,228.4,299.7,9.6,3,109,25.14,117,19.41,90,13.49,9,2.59,408,309,115,"0",0,0,8
18,106.4,108.1,208.4,10.1,1,109,18.09,113,9.19,111,9.38,5,2.73,415,310,144,"0",0,1,1
0,178.2,167.8,182.1,13.6,3,113,30.29,94,14.26,111,8.19,3,3.67,415,311,71,"1",1,0,36
0,170.4,200.2,258.3,11.6,1,103,28.97,71,17.02,100,11.62,4,3.13,415,312,112,"0",0,0,23
32,70.9,166.7,244.9,11.1,3,163,12.05,121,14.17,105,11.02,5,3,415,313,86,"0",0,1,16
34,194.4,254.9,160.2,17.2,2,63,33.05,110,21.67,115,7.21,9,4.64,510,314,41,"0",0,1,44
0,240.3,164.6,240.7,10.6,1,146,40.85,83,13.99,106,10.83,2,2.86,415,315,44,"0",0,0,43
0,69.1,136.3,181.7,6.3,1,117,11.75,100,11.59,53,8.18,3,1.7,408,316,149,"0",0,0,19
33,96.6,315.4,163.3,6.2,4,59,16.42,98,26.81,117,7.35,4,1.67,510,317,72,"1",0,1,7
0,149.8,164.4,294.7,8.1,1,134,25.47,98,13.97,124,13.26,2,2.19,408,320,140,"0",0,0,16
0,155.7,173.7,257.4,8.1,0,116,26.47,63,14.76,97,11.58,4,2.19,415,321,74,"0",0,0,23
0,149.9,256.1,212.7,13.3,2,95,25.48,110,21.77,92,9.57,13,3.59,510,322,117,"0",0,0,21
16,149.4,131.8,132.7,6.7,0,111,25.4,113,11.2,87,5.97,2,1.81,415,323,36,"0",0,1,28
0,204.2,292.6,244.3,10.5,0,100,34.71,139,24.87,105,10.99,2,2.84,415,324,76,"0",0,0,29
0,191.9,256.1,203.7,14.3,1,91,32.62,110,21.77,101,9.17,6,3.86,415,326,55,"1",1,0,44
0,156.1,180.3,179.6,11.1,2,114,26.54,63,15.33,115,8.08,9,3,415,327,161,"0",1,0,15
0,177.5,287.4,180.5,11.9,2,93,30.18,75,24.43,118,8.12,3,3.21,415,328,144,"0",0,0,44
28,251.4,225.1,251.9,7.5,1,104,42.74,89,19.13,121,11.34,5,2.03,415,330,124,"0",0,1,15
0,216.9,207.4,221.7,17.5,1,61,36.87,120,17.63,110,9.98,5,4.73,415,331,93,"1",1,0,41
31,143.1,236.6,227.8,11.4,2,88,24.33,65,20.11,120,10.25,5,3.08,415,332,136,"0",0,1,1
0,154,329.8,288,5.6,3,122,26.18,88,28.03,117,12.96,2,1.51,415,333,92,"1",0,0,5
26,170.8,199.5,169.7,9.6,5,114,29.04,125,16.96,98,7.64,5,2.59,415,334,118,"1",0,1,40
0,198.3,279.3,146.2,14.8,3,94,33.71,101,23.74,87,6.58,8,4,415,336,73,"0",0,0,43
0,172.8,204.8,240.8,9.1,2,101,29.38,97,17.41,90,10.84,8,2.46,408,337,62,"0",0,0,13
14,93.6,193.8,144.9,17.5,1,137,15.91,72,16.47,84,6.52,5,4.73,510,338,148,"0",0,1,11
0,98.2,307.2,182.5,7.6,2,100,16.69,88,26.11,120,8.21,1,2.05,510,339,96,"0",0,0,40
0,214.7,158.6,123.4,9.4,2,68,36.5,138,13.48,114,5.55,4,2.54,408,340,52,"0",0,0,3
0,168.2,224.7,169.5,12.9,1,92,28.59,100,19.1,99,7.63,3,3.48,415,341,87,"0",0,0,35
0,202.9,153.8,113.5,9,3,97,34.49,104,13.07,92,5.11,3,2.43,408,342,41,"0",0,0,24
0,124.8,157.3,199.3,8.6,2,133,21.22,143,13.37,72,8.97,4,2.32,415,348,46,"0",0,0,11
0,68.5,337.1,205.2,12.1,0,110,11.65,115,28.65,99,9.23,9,3.27,510,349,100,"0",1,0,37
0,163,219.1,233.4,6.7,2,112,27.71,89,18.62,66,10.5,3,1.81,415,350,77,"0",0,0,44
38,213.7,253,207.7,10.7,2,61,36.33,104,21.51,73,9.35,5,2.89,415,351,98,"0",0,1,25
0,310.4,66.5,246.5,9.2,4,97,52.77,123,5.65,99,11.09,10,2.48,510,353,67,"0",0,0,6
0,48.4,281.1,218.5,18.2,1,101,8.23,138,23.89,87,9.83,1,4.91,408,354,194,"0",0,0,43
22,166.5,183,121,8.5,0,93,28.31,92,15.56,102,5.44,3,2.3,415,356,190,"0",0,1,28
0,216.6,190.8,224.7,12.4,0,126,36.82,104,16.22,123,10.11,8,3.35,415,357,165,"0",0,0,25
0,107.8,216.6,217.5,9.9,2,113,18.33,125,18.41,92,9.79,3,2.67,408,358,59,"0",0,0,10
28,141.3,168,113.5,7.8,1,94,24.02,108,14.28,84,5.11,2,2.11,408,359,47,"0",0,1,44
27,129.5,248.9,268,11.9,1,106,22.02,90,21.16,115,12.06,3,3.21,510,361,95,"0",0,1,8
31,237.1,205.6,196.7,10.1,4,63,40.31,117,17.48,85,8.85,5,2.73,408,363,121,"0",0,1,3
0,224.5,200.7,116.6,11.5,2,111,38.17,99,17.06,118,5.25,2,3.11,415,365,157,"0",0,0,10
0,78.2,195.9,108,10.1,2,103,13.29,149,16.65,100,4.86,6,2.73,510,367,61,"0",1,0,28
0,148.7,259,149.5,12.7,2,80,25.28,94,22.02,107,6.73,6,3.43,415,368,65,"0",0,0,35
0,159.5,303.8,226.9,12,0,77,27.12,92,25.82,120,10.21,4,3.24,408,369,123,"0",0,0,2
0,174.1,251.1,257.6,8.3,2,96,29.6,94,21.34,123,11.59,5,2.24,408,371,74,"1",0,0,17
0,131.8,136.7,308.2,7.7,2,97,22.41,100,11.62,119,13.87,6,2.08,415,372,125,"0",0,0,30
0,160.6,237,245.1,10.7,1,103,27.3,109,20.15,88,11.03,1,2.89,415,373,80,"0",0,0,12
18,146.8,310,178.7,7.2,0,107,24.96,84,26.35,130,8.04,7,1.94,408,374,53,"0",0,1,8
28,200.7,264.2,172.7,9.1,1,88,34.12,116,22.46,102,7.77,5,2.46,408,375,99,"0",0,1,27
0,145.6,98.3,230.8,10.9,1,106,24.75,106,8.36,83,10.39,5,2.94,415,376,99,"0",0,0,11
0,293,160.6,143.9,10,2,88,49.81,101,13.65,87,6.48,6,2.7,510,379,108,"0",0,0,29
32,221.1,264.9,168.9,15.4,2,137,37.59,99,22.52,108,7.6,4,4.16,408,380,133,"1",1,1,33
0,62.3,275,138.7,10.8,1,92,10.59,82,23.38,108,6.24,3,2.92,415,382,44,"0",1,0,24
31,228.6,248.5,167.1,9,3,88,38.86,109,21.12,124,7.52,1,2.43,408,383,64,"0",0,1,15
0,228.1,276.5,279.8,9.9,2,121,38.78,79,23.5,77,12.59,5,2.67,510,384,44,"1",0,0,7
21,186.7,335,187.2,16.5,1,108,31.74,86,28.48,119,8.42,4,4.46,408,387,72,"0",0,1,49
0,209.4,347.3,246,7.4,1,151,35.6,113,29.52,116,11.07,2,2,415,388,113,"1",0,0,29
25,223.2,183.2,150.8,10.2,3,77,37.94,118,15.57,90,6.79,3,2.75,415,389,171,"0",0,1,47
0,164.2,155.4,168.9,10.7,1,109,27.91,90,13.21,117,7.6,8,2.89,415,390,104,"0",0,0,35
0,234.2,293.1,183.9,9.8,0,128,39.81,92,24.91,79,8.28,6,2.65,510,391,104,"1",0,0,32
0,89.7,260.1,170.1,13.5,5,118,15.25,79,22.11,93,7.65,11,3.65,408,393,101,"1",0,0,3
14,80.2,219,122.6,8.6,1,81,13.63,103,18.62,102,5.52,2,2.32,408,394,117,"0",0,1,24
29,207.2,254.1,169.3,9.5,2,111,35.22,137,21.6,92,7.62,5,2.57,510,397,82,"0",0,1,42
0,160.4,102.6,235.3,9.1,2,68,27.27,103,8.72,106,10.59,5,2.46,408,400,39,"0",0,0,10
0,169.9,225.2,169.7,11.4,1,144,28.88,118,19.14,93,7.64,7,3.08,415,404,30,"0",0,0,35
0,335.5,212.5,265,12.7,2,77,57.04,109,18.06,132,11.93,8,3.43,415,405,112,"1",0,0,5
0,231.8,150.6,269.2,11.6,3,120,39.41,106,12.8,129,12.11,7,3.13,510,408,91,"0",0,0,47
0,193.7,154.2,299,12.7,1,83,32.93,79,13.11,60,13.46,3,3.43,415,409,90,"0",0,0,38
0,156.4,233.4,195.7,7.7,4,108,26.59,118,19.84,141,8.81,6,2.08,510,410,151,"0",0,0,25
29,220.7,217.7,190.5,13.2,1,82,37.52,110,18.5,100,8.57,6,3.56,415,411,105,"1",1,1,36
35,128.2,274.5,298.9,8.8,2,138,21.79,113,23.33,130,13.45,7,2.38,408,413,166,"0",1,1,45
0,161.4,220.6,249.2,5.1,0,110,27.44,125,18.75,78,11.21,2,1.38,415,416,126,"0",0,0,37
0,144.2,226.7,144.6,13.8,3,91,24.51,137,19.27,72,6.51,4,3.73,510,417,97,"0",0,0,14
0,256.2,160.7,249.4,7.4,4,105,43.55,102,13.66,80,11.22,2,2,510,418,87,"0",0,0,26
0,112.7,217.7,152.1,6.5,1,119,19.16,109,18.5,76,6.84,5,1.76,415,419,97,"0",0,0,12
0,299.5,226.7,210.7,13.7,0,125,50.92,92,19.27,134,9.48,4,3.7,415,420,76,"1",0,0,21
34,146.4,89.7,220,15.6,2,104,24.89,103,7.62,91,9.9,4,4.21,415,422,122,"0",0,1,2
27,153.5,194,256.5,10.2,5,84,26.1,73,16.49,94,11.54,7,2.75,510,423,120,"0",0,1,30
0,150.7,197.3,169,9.2,1,105,25.62,133,16.77,116,7.61,15,2.48,408,424,121,"0",0,0,0
19,180.1,127.5,237.4,7.5,0,106,30.62,92,10.84,118,10.68,3,2.03,408,425,64,"0",0,1,33
31,265.3,147.6,259.3,12.9,1,94,45.1,95,12.55,117,11.67,1,3.48,415,426,13,"0",0,1,17
0,128.6,134,210.6,11.4,0,83,21.86,114,11.39,113,9.48,2,3.08,415,427,106,"0",0,0,26
28,235.6,227.9,170.3,15.4,0,74,40.05,37,19.37,103,7.66,9,4.16,408,432,153,"0",0,1,7
0,261.7,210.6,256.7,6,3,97,44.49,48,17.9,83,11.55,3,1.62,408,434,79,"1",0,0,5
0,213.4,204.9,179.7,9.5,1,100,36.28,52,17.42,93,8.09,6,2.57,408,436,105,"0",0,0,49
39,206.9,127.8,199.2,9.2,3,143,35.17,72,10.86,120,8.96,1,2.48,415,437,54,"0",0,1,39
0,157.6,194.1,231.5,9.4,5,85,26.79,92,16.5,86,10.42,10,2.54,510,438,79,"1",0,0,31
0,175.6,161.8,289.5,9.3,0,147,29.85,118,13.75,55,13.03,4,2.51,415,439,55,"0",0,0,34
0,151,131.4,186.6,9.9,0,102,25.67,101,11.17,86,8.4,7,2.67,415,440,34,"0",0,0,13
0,264.7,305,197.4,9.5,1,69,45,120,25.93,86,8.88,9,2.57,408,441,109,"1",0,0,17
22,181.8,228.1,262.7,9.2,2,110,30.91,123,19.39,141,11.82,4,2.48,415,442,112,"0",0,1,21
0,231.2,188.7,206.9,12.3,1,135,39.3,74,16.04,124,9.31,1,3.32,415,443,171,"0",0,0,27
26,266.7,232.3,212.8,16.3,1,109,45.34,107,19.75,98,9.58,4,4.4,408,445,32,"0",0,1,7
36,118.1,221.5,103.9,11.9,2,117,20.08,125,18.83,89,4.68,6,3.21,415,446,3,"0",0,1,49
0,175.3,144.3,160.2,11.8,0,106,29.8,87,12.27,88,7.21,5,3.19,408,447,151,"0",0,0,19
0,176.8,224.7,204.6,7.5,1,90,30.06,81,19.1,77,9.21,15,2.03,415,448,119,"0",0,0,26
0,241.2,116.5,152.2,10.6,0,134,41,114,9.9,91,6.85,4,2.86,408,450,42,"0",0,0,4
0,217.1,236,118.3,9.4,1,99,36.91,68,20.06,120,5.32,4,2.54,408,451,84,"0",0,0,29
0,195.4,181.2,178.5,8.9,0,110,33.22,109,15.4,105,8.03,4,2.4,510,452,65,"0",0,0,10
0,222.4,327,208,8.7,1,78,37.81,111,27.8,104,9.36,9,2.35,415,453,75,"1",1,0,14
0,123.1,158.4,256.1,9.3,0,100,20.93,82,13.46,82,11.52,5,2.51,415,455,107,"0",0,0,7
38,256.7,150.5,123,11.4,3,98,43.64,120,12.79,87,5.54,3,3.08,415,456,189,"0",0,1,43
0,159.1,241.6,202.4,6.5,1,94,27.05,119,20.54,120,9.11,1,1.76,408,457,123,"0",0,0,50
32,30.9,187,230.8,8.6,1,113,5.25,113,15.9,101,10.39,7,2.32,415,458,63,"0",0,1,30
0,187.4,199.9,216.1,12.6,1,101,31.86,126,16.99,107,9.72,8,3.4,510,459,108,"0",0,0,46
0,277.5,131.8,126.9,8.2,1,104,47.18,121,11.2,101,5.71,2,2.21,415,460,71,"0",0,0,30
0,189.8,197.3,234.5,14.9,2,111,32.27,101,16.77,111,10.55,3,4.02,415,461,88,"0",0,0,0
0,147.2,192.8,172.7,10.2,1,119,25.02,91,16.39,105,7.77,4,2.75,510,462,137,"0",0,0,40
0,97.6,105.5,220.2,11.6,1,98,16.59,118,8.97,105,9.91,9,3.13,415,463,96,"0",0,0,17
0,178.8,178.4,169.2,7.5,1,94,30.4,97,15.16,77,7.61,3,2.03,415,464,156,"0",0,0,39
23,160,189.4,229.9,10.4,1,104,27.2,64,16.1,118,10.35,7,2.81,510,468,163,"0",0,1,17
0,221.7,193,194.1,6.5,3,95,37.69,82,16.41,113,8.73,4,1.76,510,469,161,"0",0,0,5
0,215.6,195.3,194.4,3.6,1,78,36.65,119,16.6,65,8.75,5,0.97,415,470,108,"0",0,0,30
42,165.3,223.5,260.8,7.6,3,97,28.1,118,19,72,11.74,7,2.05,510,471,84,"0",0,1,49
32,94.7,154.4,200.4,10.6,2,111,16.1,98,13.12,109,9.02,6,2.86,415,472,83,"0",1,1,11
0,195.3,216.7,259.9,12.5,3,70,33.2,108,18.42,119,11.7,4,3.38,510,473,69,"0",0,0,48
0,143.7,297.8,212.6,11.4,4,114,24.43,98,25.31,86,9.57,8,3.08,510,474,129,"0",0,0,27
0,222.8,203,210.6,6.9,2,101,37.88,128,17.26,106,9.48,2,1.86,415,475,158,"0",0,0,13
0,249.9,242.5,151.7,15.3,1,95,42.48,104,20.61,121,6.83,6,4.13,510,476,115,"1",1,0,7
30,234.5,195.2,268.8,11.4,2,130,39.87,116,16.59,94,12.1,4,3.08,408,477,57,"0",1,1,21
0,182.3,169.9,184,9.3,1,124,30.99,110,14.44,116,8.28,3,2.51,408,478,127,"0",0,0,22
38,177.1,163.7,242.7,7.4,0,88,30.11,108,13.91,72,10.92,2,2,415,479,100,"0",0,1,49
36,87.2,169.3,166.7,10.9,6,92,14.82,110,14.39,80,7.5,5,2.94,510,480,103,"1",0,1,28
0,215.6,193.4,105.4,13.5,1,96,36.65,127,16.44,115,4.74,3,3.65,415,481,113,"0",0,0,38
36,192.8,177,216.5,16.4,1,103,32.78,83,15.05,118,9.74,5,4.43,510,482,129,"0",0,1,25
0,149.3,200.2,231.7,11.9,2,100,25.38,110,17.02,101,10.43,3,3.21,510,483,57,"0",0,0,48
0,143.7,170.7,287.7,7.8,1,116,24.43,99,14.51,95,12.95,5,2.11,408,484,82,"0",0,0,7
39,261.2,214.2,154.9,12.7,2,122,44.4,101,18.21,101,6.97,5,3.43,510,485,86,"0",0,1,40
0,271.2,202.6,221.6,11.5,3,105,46.1,105,17.22,51,9.97,3,3.11,510,487,94,"1",0,0,27
0,300.4,133.2,197.4,7.2,2,94,51.07,103,11.32,94,8.88,5,1.94,510,488,48,"0",0,0,29
20,187.5,169.8,175.3,12.1,1,110,31.88,94,14.43,127,7.89,4,3.27,415,490,93,"0",1,1,2
0,159.5,240.8,210.3,11.4,1,123,27.12,93,20.47,76,9.46,3,3.08,510,492,68,"0",0,0,0
20,230.6,189.1,162.2,9.4,1,40,39.2,58,16.07,115,7.3,2,2.54,510,493,67,"0",0,1,28
17,193.4,240.6,248.1,11.4,5,112,32.88,131,20.45,98,11.16,3,3.08,415,495,116,"0",0,1,15
0,191.7,241.4,203.5,9.1,1,122,32.59,88,20.52,86,9.16,5,2.46,415,496,78,"0",0,0,17
26,161.3,250.3,142.4,6.6,1,97,27.42,110,21.28,92,6.41,8,1.78,415,497,119,"0",0,1,45
32,154,185.5,148.2,8.2,3,80,26.18,91,15.77,107,6.67,4,2.21,415,498,146,"0",0,1,44
29,121.1,186.4,241.7,10.1,0,116,20.59,100,15.84,75,10.88,6,2.73,415,499,101,"0",0,1,5
0,109.6,137.6,159.7,11,2,88,18.63,108,11.7,121,7.19,5,2.97,415,500,90,"0",0,0,14
0,167.5,242.1,101.2,11.4,2,76,28.48,92,20.58,103,4.55,4,3.08,415,502,69,"0",0,0,25
30,276.6,220.1,177.9,9.8,2,99,47.02,113,18.71,95,8.01,6,2.65,510,503,108,"0",0,1,6
0,187.3,270.8,206.4,10.1,1,84,31.84,95,23.02,68,9.29,5,2.73,510,505,128,"0",0,0,33
0,201.2,227.2,145.8,8.4,2,128,34.2,100,19.31,91,6.56,3,2.27,408,506,27,"0",0,0,33
0,189.6,267.4,184.5,1.3,1,78,32.23,117,22.73,137,8.3,6,0.35,415,507,161,"0",1,0,27
35,186.8,261,317.8,15,0,124,31.76,69,22.19,103,14.3,5,4.05,415,508,33,"0",0,1,48
31,153.5,219.1,237.4,11.4,0,83,26.1,96,18.62,76,10.68,4,3.08,415,509,120,"0",0,1,15
0,170.7,191.1,214.6,13.3,1,54,29.02,108,16.24,107,9.66,4,3.59,415,514,179,"0",0,0,34
28,126.9,166.9,145.2,8.8,5,97,21.57,102,14.19,77,6.53,3,2.38,415,515,149,"1",1,1,24
0,169.4,197.2,202.2,10.7,1,107,28.8,71,16.76,79,9.1,4,2.89,510,518,106,"0",0,0,17
20,254.4,161.7,251.4,10.5,0,133,43.25,96,13.74,91,11.31,4,2.84,415,519,61,"0",0,1,44
24,127.7,215,234.3,5.8,2,54,21.71,105,18.28,84,10.54,4,1.57,510,520,135,"0",1,1,50
26,170.5,217.2,225.7,13.6,6,107,28.99,77,18.46,71,10.16,5,3.67,415,521,115,"0",0,1,6
0,161.9,200.9,134,10.7,1,138,27.52,114,17.08,134,6.03,4,2.89,415,522,112,"0",1,0,7
0,209.8,194.5,200.4,11.3,0,82,35.67,94,16.53,85,9.02,3,3.05,408,524,85,"0",0,0,32
0,214.9,117.8,133.7,11.8,2,97,36.53,117,10.01,78,6.02,2,3.19,415,525,90,"0",0,0,44
0,110.5,223.2,169.5,10.5,3,79,18.79,111,18.97,64,7.63,3,2.84,510,526,137,"0",0,0,42
33,271.5,253.4,165.4,8.2,1,98,46.16,102,21.54,85,7.44,2,2.21,510,527,69,"1",1,1,36
0,112.8,218.8,240.2,9,2,108,19.18,120,18.6,106,10.81,3,2.43,408,528,45,"0",0,0,24
0,187.3,239.7,167.5,15.1,1,118,31.84,90,20.37,108,7.54,2,4.08,408,529,73,"0",0,0,18
0,148.5,219.4,198.5,14.5,1,126,25.25,125,18.65,121,8.93,7,3.92,408,531,68,"1",1,0,13
26,153.7,137.8,213.5,15.9,1,115,26.13,146,11.71,104,9.61,5,4.29,415,532,100,"0",0,1,16
0,208.3,253.6,291,12.6,1,86,35.41,89,21.56,86,13.1,3,3.4,408,533,134,"0",0,0,45
0,253,219.3,210.8,9.8,0,73,43.01,78,18.64,89,9.49,4,2.65,415,534,72,"0",0,0,17
0,202.3,201.5,101.7,6.8,0,87,34.39,111,17.13,82,4.58,4,1.84,408,535,83,"0",0,0,44
0,174.4,156.3,136.5,10.2,0,120,29.65,98,13.29,121,6.14,5,2.75,408,536,137,"0",0,0,7
17,186.9,240,200.9,5.8,1,94,31.77,138,20.4,64,9.04,3,1.57,510,538,171,"0",0,1,26
0,314.6,169.8,285.1,5.7,2,102,53.48,86,14.43,100,12.83,3,1.54,415,541,75,"1",0,0,38
0,185.3,208,206.1,15.1,1,127,31.5,73,17.68,124,9.27,3,4.08,408,543,153,"0",0,0,35
24,149.4,123.9,174.3,10.1,1,74,25.4,72,10.53,84,7.84,6,2.73,510,545,77,"0",0,1,47
0,119.1,287.7,223,12.2,0,117,20.25,136,24.45,100,10.04,4,3.29,415,547,143,"0",0,0,15
0,198.8,230.1,119.8,9.9,2,56,33.8,73,19.56,81,5.39,3,2.67,510,548,120,"0",0,0,42
0,167.7,93.7,241.3,13.4,3,94,28.51,121,7.96,115,10.86,1,3.62,408,549,121,"1",1,0,30
0,76.4,115.6,226.3,9.4,3,116,12.99,74,9.83,94,10.18,3,2.54,415,551,104,"0",0,0,15
0,72.7,208.6,65.8,9.9,1,75,12.36,117,17.73,71,2.96,3,2.67,510,552,27,"0",0,0,21
33,127.2,162.9,247.4,8.1,0,93,21.62,104,13.85,109,11.13,13,2.19,510,553,64,"0",1,1,33
28,201.8,304.9,225.6,11.9,1,79,34.31,128,25.92,133,10.15,8,3.21,510,554,107,"0",0,1,12
0,99.3,270.5,225.3,9,3,112,16.88,136,22.99,94,10.14,6,2.43,408,556,111,"0",0,0,12
19,176.6,162.7,215.5,14.6,1,88,30.02,66,13.83,98,9.7,6,3.94,408,558,146,"0",0,1,50
0,180.6,190.9,295.6,10.3,1,92,30.7,114,16.23,125,13.3,4,2.78,415,560,96,"1",0,0,43
31,125.9,196.4,252.7,10.3,1,101,21.4,102,16.69,75,11.37,4,2.78,415,561,70,"0",0,1,50
0,198.4,264.7,111.4,9.2,2,91,33.73,106,22.5,101,5.01,2,2.48,415,562,129,"0",0,0,19
0,274.3,52.9,246.1,10.9,0,110,46.63,109,4.5,119,11.07,5,2.94,408,563,166,"0",0,0,45
0,199.6,211.4,72.4,11,3,89,33.93,96,17.97,84,3.26,4,2.97,408,564,136,"1",1,0,4
0,217.7,273.5,226.9,9.6,3,91,37.01,74,23.25,99,10.21,3,2.59,510,565,149,"0",0,0,0
24,212.7,257.5,227.8,9.7,2,73,36.16,103,21.89,119,10.25,13,2.62,415,566,120,"0",0,1,5
0,256.3,180.2,187.3,6.2,2,135,43.57,106,15.32,135,8.43,7,1.67,510,567,66,"0",0,0,9
37,205,165.4,185,11.7,1,94,34.85,103,14.06,81,8.32,8,3.16,415,570,129,"0",0,1,24
0,179.2,175.2,228.6,9.9,2,111,30.46,130,14.89,92,10.29,6,2.67,415,571,169,"0",0,0,18
0,149.4,196.5,209.5,14.9,1,145,25.4,105,16.7,108,9.43,3,4.02,415,572,58,"0",0,0,5
0,207.6,152.7,217.8,12.4,1,71,35.29,94,12.98,125,9.8,13,3.35,408,574,45,"0",0,0,5
0,165.4,183.7,80.2,8.9,3,108,28.12,103,15.61,108,3.61,4,2.4,510,575,155,"0",0,0,49
0,209.8,171.3,154.6,9.9,4,114,35.67,82,14.56,119,6.96,9,2.67,415,576,52,"0",0,0,23
0,196.5,241.3,143.2,4,0,89,33.41,123,20.51,105,6.44,7,1.08,408,578,42,"0",0,0,23
0,180.9,209.5,249.9,7.4,2,114,30.75,118,17.81,105,11.25,4,2,510,579,127,"0",1,0,43
43,206.7,174.6,241.5,10.9,1,79,35.14,122,14.84,80,10.87,3,2.94,510,581,149,"0",0,1,3
0,166.8,236,307.6,9.3,1,109,28.36,117,20.06,77,13.84,1,2.51,408,582,160,"0",0,0,4
15,154.6,245.6,148.6,9.1,1,128,26.28,106,20.88,90,6.69,4,2.46,415,584,132,"0",0,1,18
0,127,323.2,143.9,7.5,1,107,21.59,75,27.47,127,6.48,2,2.03,415,585,137,"0",0,0,30
0,267.4,204.2,111.7,5.9,1,78,45.46,85,17.36,146,5.03,4,1.59,415,586,129,"0",1,0,15
0,281,160.6,77.9,0,1,66,47.77,108,13.65,74,3.51,0,0,415,587,62,"0",0,0,24
0,124.1,202.6,289.6,6.7,3,82,21.1,120,17.22,119,13.03,8,1.81,510,590,86,"0",0,0,21
0,162.8,290.3,114.9,7.2,1,113,27.68,111,24.68,140,5.17,3,1.94,415,591,130,"0",0,0,15
31,107.7,188.9,196.2,8.9,0,124,18.31,104,16.06,98,8.83,3,2.4,510,595,103,"0",0,1,37
0,182.9,239.6,229.8,5.5,2,113,31.09,85,20.37,104,10.34,4,1.49,415,597,104,"0",0,0,30
0,198.5,42.5,179.2,12.4,0,112,33.75,90,3.61,124,8.06,5,3.35,415,598,103,"0",0,0,34
0,178.4,233.6,179.4,12,0,72,30.33,134,19.86,91,8.07,2,3.24,415,599,124,"0",0,0,12
27,166.9,221.2,197.3,12.3,1,85,28.37,92,18.8,97,8.88,4,3.32,415,600,109,"1",0,1,6
0,120.8,169.8,194.1,11.9,4,96,20.54,101,14.43,63,8.73,3,3.21,510,601,97,"1",0,0,42
35,215.9,200.6,195.4,15.5,0,106,36.7,107,17.05,107,8.79,7,4.19,408,604,108,"0",0,1,37
32,209.9,249.8,224.2,8.7,1,113,35.68,104,21.23,92,10.09,7,2.35,415,606,89,"0",0,1,13
29,139.8,138.2,221,5.5,0,114,23.77,91,11.75,88,9.95,6,1.49,510,607,72,"0",1,1,13
0,166.6,218.8,208.3,8.2,7,61,28.32,107,18.6,131,9.37,6,2.21,510,608,149,"0",0,0,18
0,214.2,196.8,157.9,5.9,0,90,36.41,78,16.73,112,7.11,8,1.59,415,609,73,"0",0,0,24
0,190.2,166.4,219.8,15,6,89,32.33,108,14.14,73,9.89,4,4.05,408,612,23,"0",0,0,30
0,267.8,316.4,208.6,14.4,5,145,45.53,121,26.89,91,9.39,11,3.89,415,614,118,"1",0,0,39
24,214.3,289.8,312.5,10.6,1,129,36.43,55,24.63,130,14.06,4,2.86,408,615,50,"0",0,1,21
0,203.4,128.7,190.5,11,1,110,34.58,97,10.94,113,8.57,4,2.97,415,620,125,"0",0,0,14
0,110.1,169,166.7,9.2,1,113,18.72,59,14.37,94,7.5,2,2.48,510,621,143,"0",0,0,13
0,135.4,205.9,204,7.9,1,134,23.02,85,17.5,103,9.18,4,2.13,408,623,60,"0",0,0,38
0,241.9,145.2,214.5,6.6,1,104,41.12,112,12.34,105,9.65,5,1.78,415,627,24,"0",0,0,18
0,136.7,228.6,265.3,9.8,0,106,23.24,105,19.43,114,11.94,4,2.65,415,628,74,"0",0,0,1
0,67.7,195.7,236.5,12,1,68,11.51,86,16.63,137,10.64,2,3.24,510,629,77,"0",0,0,7
0,200.4,309.2,152.1,10,1,87,34.07,105,26.28,118,6.84,2,2.7,415,630,74,"0",0,0,3
0,224.4,147.9,183.8,6.7,2,121,38.15,97,12.57,74,8.27,2,1.81,415,633,76,"0",0,0,37
0,120.5,189.7,270.1,14.3,1,127,20.49,52,16.12,107,12.15,2,3.86,415,634,130,"0",0,0,14
0,91.1,179.3,300.7,11.9,2,90,15.49,115,15.24,89,13.53,8,3.21,408,635,56,"0",0,0,1
0,168.8,241.4,204.8,15.5,0,137,28.7,107,20.52,106,9.22,4,4.19,415,636,117,"0",0,0,26
0,153.5,287.3,230.2,6.5,2,81,26.1,115,24.42,85,10.36,5,1.76,510,637,63,"0",0,0,9
0,226.2,140.3,208.9,6.4,0,88,38.45,114,11.93,110,9.4,2,1.73,415,638,126,"0",0,0,12
0,191.9,206.9,272,12.6,1,107,32.62,127,17.59,88,12.24,2,3.4,510,639,132,"0",0,0,25
28,167.9,190.7,193,9.2,4,147,28.54,105,16.21,103,8.69,6,2.48,415,640,81,"1",0,1,36
0,180,145,233.7,11.5,2,88,30.6,77,12.33,120,10.52,6,3.11,415,641,122,"0",0,0,33
28,174.4,169.9,201.6,11,1,75,29.65,80,14.44,130,9.07,4,2.97,415,642,150,"0",0,1,34
0,237.2,222.6,173.3,11,1,124,40.32,87,18.92,81,7.8,3,2.97,408,643,87,"0",0,0,44
0,153.8,234,196.3,11.6,4,89,26.15,89,19.89,77,8.83,2,3.13,415,645,101,"0",0,0,12
39,175.7,187.2,225.5,8.6,2,93,29.87,94,15.91,118,10.15,3,2.32,415,646,132,"0",0,1,22
0,155.9,224.2,221,8.6,2,123,26.5,112,19.06,116,9.95,8,2.32,510,647,158,"0",0,0,31
